horse_number,horse_name,frame,actual_running_style,actual_running_style_fixed,position_m,finish_position_m,rank,lane,gap_from_leader,nige_senko_gap,early_gap_range,final_stretch_start_progress,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,random_noise,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,carried_weight,weight_penalty,pace_fit_score,final_stretch_score,style_attack_ratio,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
10,シーグルロス,6,逃げ,逃げ,47.413,47.413,1,5.0,0.748,11.252,0.0-8.0,0.75,42.701,47.857,51.457,43.437,56.479,71.429,44.54,33.162,57.281,-0.241,42.715,43.176,2.87,-1.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.883,0.845,0.0,0.7,1.0,70.005,88.275,77.991,56.258,58.366,54.773,65.0,25.218,0.0,0.0,38.427,51.4925,35.4,0.0,0.0,53.0,-4.0,54.753,38.504,0.0,0.0,0.0,medium,3.107,3.107,0.0401
3,サンドロナイト,3,逃げ,逃げ,46.9,46.9,2,2.22,1.261,11.252,0.0-8.0,0.75,46.366,58.143,55.0,41.432,58.143,77.44,48.284,40.241,58.159,-0.086,50.896,49.106,-1.369,0.326,0.164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.479,0.518,0.225,0.774,1.0,77.39,47.906,63.318,68.886,64.141,50.817,65.0,33.524,0.0,0.0,48.862,46.5125,33.9,0.0,22.5,56.0,0.0,90.578,52.223,0.0,0.0,0.0,medium,3.107,3.107,0.0401
2,エルサトアナ,2,先行,先行,36.161,36.161,3,1.0,12.0,11.252,12.0-34.0,0.75,40.464,51.071,55.0,26.648,41.121,66.556,40.688,33.081,53.905,-0.835,41.872,40.499,-0.549,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.739,0.749,0.0,0.667,1.0,66.659,73.931,71.208,48.6,53.923,47.71,65.0,29.907,0.0,0.0,37.97,53.644999999999996,35.0,0.0,0.0,56.0,0.0,60.402,38.612,0.0,0.0,0.0,medium,3.107,3.107,0.0401
4,ウチュウノセカイ,3,先行,先行,36.161,36.161,4,2.0,12.0,11.252,12.0-34.0,0.75,54.118,51.786,65.057,63.194,73.9,77.825,56.508,39.641,64.781,1.0,50.259,50.795,2.33,0.195,0.526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.824,0.841,0.099,0.763,1.0,76.289,82.383,80.603,67.736,68.65,63.684,65.0,31.485,0.0,0.0,44.239,51.7575,34.1,0.0,9.945,55.0,-2.0,51.655,43.473,0.0,0.0,0.0,medium,3.107,3.107,0.0401
5,キープサインオン,4,先行,先行,36.161,36.161,5,3.22,12.0,11.252,12.0-34.0,0.75,45.588,56.143,53.1,42.105,53.229,72.889,47.052,35.393,56.269,-0.419,46.339,44.643,-0.889,-0.608,-0.795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.65,0.686,0.067,0.721,1.0,72.146,64.992,70.197,60.672,59.22,52.649,65.0,24.548,0.0,0.0,43.914,48.8425,33.3,0.0,6.667,58.0,4.0,67.097,42.999,0.0,0.0,0.0,medium,3.107,3.107,0.0401
6,ヴィヴァクラウン,4,先行,先行,36.161,36.161,6,3.0,12.0,11.252,12.0-34.0,0.75,53.533,53.786,53.1,58.12,80.221,92.745,56.854,42.902,67.366,1.0,55.52,54.815,0.289,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.55,0.584,0.44,0.926,1.0,92.592,54.975,73.793,78.408,77.194,57.404,65.0,29.068,0.0,0.0,54.624,48.3875,33.3,0.0,44.048,58.0,4.0,89.046,58.894,0.0,0.0,0.0,medium,3.107,3.107,0.0401
7,ビーコング,5,先行,先行,36.161,36.161,7,4.22,12.0,11.252,12.0-34.0,0.75,45.514,52.0,54.2,45.607,50.007,76.805,46.417,37.161,56.619,-0.357,47.493,44.711,-2.599,-0.371,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.538,0.521,0.194,0.775,1.0,77.461,53.781,63.486,70.781,62.398,44.091,65.0,28.303,0.0,0.0,42.314,48.1875,36.8,0.0,19.405,58.0,4.0,80.13,47.459,0.0,0.0,0.0,medium,3.107,3.107,0.0401
8,フェアリーライズ,5,先行,先行,36.161,36.161,8,4.0,12.0,11.252,12.0-34.0,0.75,51.617,54.5,66.929,53.545,61.443,66.524,52.318,44.718,57.105,-0.272,54.902,54.245,-0.015,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.412,0.511,0.415,0.657,1.0,65.681,41.177,57.675,67.9,61.463,49.785,65.0,46.702,0.0,0.0,49.012,49.295,35.4,0.0,41.488,53.0,-4.0,92.351,56.409,0.0,0.0,0.0,medium,3.107,3.107,0.0401
9,エクストラバック,6,先行,先行,36.161,36.161,9,5.22,12.0,11.252,12.0-34.0,0.75,52.128,69.286,55.0,46.019,68.95,81.736,53.989,41.809,61.168,0.443,52.973,51.095,-1.539,0.751,0.591,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.383,0.514,0.134,0.818,1.0,81.806,38.262,65.062,76.402,69.198,53.661,65.0,30.228,0.0,0.0,47.396,45.9925,33.8,0.0,13.393,58.0,4.0,88.685,50.167,0.0,0.0,0.0,medium,3.107,3.107,0.0401
12,クリエープキー,7,先行,先行,36.161,36.161,10,6.0,12.0,11.252,12.0-34.0,0.75,48.394,48.143,67.429,38.634,51.0,76.144,48.235,38.873,59.2,0.097,49.253,49.861,2.482,-0.011,0.326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.547,0.59,0.083,0.769,1.0,76.92,54.723,67.038,68.466,64.548,51.852,65.0,34.124,0.0,0.0,43.993,44.7,34.2,0.0,8.274,53.0,-4.0,77.43,46.569,0.0,0.0,0.0,medium,3.107,3.107,0.0401
13,ゴキゲンサン,8,先行,先行,36.161,36.161,11,7.0,12.0,11.252,12.0-34.0,0.75,42.139,47.429,55.0,22.272,38.921,77.12,42.917,36.422,51.893,-1.0,47.734,45.511,-2.458,-0.322,-0.608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.3,0.256,0.33,0.77,1.0,77.046,30.017,48.774,64.835,58.93,38.76,65.0,32.18,0.0,0.0,51.459,46.775,33.5,0.0,33.036,56.0,0.0,80.728,52.657,0.0,0.0,0.0,medium,3.107,3.107,0.0401
14,ホワイトドラゴン,8,先行,先行,36.161,36.161,12,7.0,12.0,11.252,12.0-34.0,0.75,44.494,54.714,70.0,37.976,34.221,53.823,43.225,48.95,51.616,-1.0,47.545,49.063,2.796,-0.361,0.154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.548,0.552,0.2,0.531,1.0,53.141,54.759,54.267,52.419,47.624,39.076,93.59,63.514,34.241,34.241,36.676,39.2925,38.5,81.684,20.0,55.0,-2.0,73.483,45.369,0.0,0.0,0.0,medium,3.107,3.107,0.0401
1,ガットネロ,1,差し,差し,3.161,3.161,13,0.22,45.0,11.252,45.0-82.0,0.75,48.607,40.643,53.1,48.294,68.993,86.393,51.45,39.83,63.771,0.901,50.475,47.482,-2.769,0.24,-0.185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.605,0.655,0.031,0.862,1.0,86.18,60.481,74.782,75.653,71.249,56.971,65.0,26.977,0.0,0.0,44.266,49.68,33.3,0.0,3.125,56.0,0.0,86.323,47.568,0.0,0.0,0.0,medium,3.107,3.107,0.0401
11,ライツユーアップ,7,差し,差し,3.161,3.161,14,6.22,45.0,11.252,45.0-82.0,0.75,49.58,57.929,51.7,45.798,72.614,83.978,52.16,40.673,61.956,0.582,52.303,51.818,0.703,0.614,0.746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.532,0.51,0.257,0.839,1.0,83.858,53.242,65.786,77.813,70.532,55.22,65.0,32.44,0.0,0.0,51.001,48.317499999999995,33.8,0.0,25.714,56.0,0.0,82.132,53.069,0.0,0.0,0.0,medium,3.107,3.107,0.0401
10,シーグルロス,6,逃げ,逃げ,51.364,51.364,1,5.0,0.81,11.19,0.0-8.0,0.75,42.701,47.857,51.457,43.437,56.479,71.429,44.54,33.162,57.281,-0.241,42.715,43.176,2.87,-1.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.883,0.845,0.0,0.7,1.0,70.005,88.275,77.991,56.258,58.366,54.773,65.0,25.218,0.0,0.0,38.427,51.4925,35.4,0.0,0.0,53.0,-4.0,54.753,38.504,0.0,0.0,0.0,medium,3.366,3.366,0.0435
3,サンドロナイト,3,逃げ,逃げ,50.808,50.808,2,2.22,1.366,11.19,0.0-8.0,0.75,46.366,58.143,55.0,41.432,58.143,77.44,48.284,40.241,58.159,-0.086,50.896,49.106,-1.369,0.326,0.164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.479,0.518,0.225,0.774,1.0,77.39,47.906,63.318,68.886,64.141,50.817,65.0,33.524,0.0,0.0,48.862,46.5125,33.9,0.0,22.5,56.0,0.0,90.578,52.223,0.0,0.0,0.0,medium,3.366,3.366,0.0435
2,エルサトアナ,2,先行,先行,40.174,40.174,3,1.0,12.0,11.19,12.0-34.0,0.75,40.464,51.071,55.0,26.648,41.121,66.556,40.688,33.081,53.905,-0.835,41.872,40.499,-0.549,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.739,0.749,0.0,0.667,1.0,66.659,73.931,71.208,48.6,53.923,47.71,65.0,29.907,0.0,0.0,37.97,53.644999999999996,35.0,0.0,0.0,56.0,0.0,60.402,38.612,0.0,0.0,0.0,medium,3.366,3.366,0.0435
4,ウチュウノセカイ,3,先行,先行,40.174,40.174,4,2.0,12.0,11.19,12.0-34.0,0.75,54.118,51.786,65.057,63.194,73.9,77.825,56.508,39.641,64.781,1.0,50.259,50.795,2.33,0.195,0.526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.824,0.841,0.099,0.763,1.0,76.289,82.383,80.603,67.736,68.65,63.684,65.0,31.485,0.0,0.0,44.239,51.7575,34.1,0.0,9.945,55.0,-2.0,51.655,43.473,0.0,0.0,0.0,medium,3.366,3.366,0.0435
5,キープサインオン,4,先行,先行,40.174,40.174,5,3.22,12.0,11.19,12.0-34.0,0.75,45.588,56.143,53.1,42.105,53.229,72.889,47.052,35.393,56.269,-0.419,46.339,44.643,-0.889,-0.608,-0.795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.65,0.686,0.067,0.721,1.0,72.146,64.992,70.197,60.672,59.22,52.649,65.0,24.548,0.0,0.0,43.914,48.8425,33.3,0.0,6.667,58.0,4.0,67.097,42.999,0.0,0.0,0.0,medium,3.366,3.366,0.0435
6,ヴィヴァクラウン,4,先行,先行,40.174,40.174,6,3.0,12.0,11.19,12.0-34.0,0.75,53.533,53.786,53.1,58.12,80.221,92.745,56.854,42.902,67.366,1.0,55.52,54.815,0.289,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.55,0.584,0.44,0.926,1.0,92.592,54.975,73.793,78.408,77.194,57.404,65.0,29.068,0.0,0.0,54.624,48.3875,33.3,0.0,44.048,58.0,4.0,89.046,58.894,0.0,0.0,0.0,medium,3.366,3.366,0.0435
7,ビーコング,5,先行,先行,40.174,40.174,7,4.22,12.0,11.19,12.0-34.0,0.75,45.514,52.0,54.2,45.607,50.007,76.805,46.417,37.161,56.619,-0.357,47.493,44.711,-2.599,-0.371,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.538,0.521,0.194,0.775,1.0,77.461,53.781,63.486,70.781,62.398,44.091,65.0,28.303,0.0,0.0,42.314,48.1875,36.8,0.0,19.405,58.0,4.0,80.13,47.459,0.0,0.0,0.0,medium,3.366,3.366,0.0435
8,フェアリーライズ,5,先行,先行,40.174,40.174,8,4.0,12.0,11.19,12.0-34.0,0.75,51.617,54.5,66.929,53.545,61.443,66.524,52.318,44.718,57.105,-0.272,54.902,54.245,-0.015,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.412,0.511,0.415,0.657,1.0,65.681,41.177,57.675,67.9,61.463,49.785,65.0,46.702,0.0,0.0,49.012,49.295,35.4,0.0,41.488,53.0,-4.0,92.351,56.409,0.0,0.0,0.0,medium,3.366,3.366,0.0435
9,エクストラバック,6,先行,先行,40.174,40.174,9,5.22,12.0,11.19,12.0-34.0,0.75,52.128,69.286,55.0,46.019,68.95,81.736,53.989,41.809,61.168,0.443,52.973,51.095,-1.539,0.751,0.591,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.383,0.514,0.134,0.818,1.0,81.806,38.262,65.062,76.402,69.198,53.661,65.0,30.228,0.0,0.0,47.396,45.9925,33.8,0.0,13.393,58.0,4.0,88.685,50.167,0.0,0.0,0.0,medium,3.366,3.366,0.0435
12,クリエープキー,7,先行,先行,40.174,40.174,10,6.0,12.0,11.19,12.0-34.0,0.75,48.394,48.143,67.429,38.634,51.0,76.144,48.235,38.873,59.2,0.097,49.253,49.861,2.482,-0.011,0.326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.547,0.59,0.083,0.769,1.0,76.92,54.723,67.038,68.466,64.548,51.852,65.0,34.124,0.0,0.0,43.993,44.7,34.2,0.0,8.274,53.0,-4.0,77.43,46.569,0.0,0.0,0.0,medium,3.366,3.366,0.0435
13,ゴキゲンサン,8,先行,先行,40.174,40.174,11,7.0,12.0,11.19,12.0-34.0,0.75,42.139,47.429,55.0,22.272,38.921,77.12,42.917,36.422,51.893,-1.0,47.734,45.511,-2.458,-0.322,-0.608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.3,0.256,0.33,0.77,1.0,77.046,30.017,48.774,64.835,58.93,38.76,65.0,32.18,0.0,0.0,51.459,46.775,33.5,0.0,33.036,56.0,0.0,80.728,52.657,0.0,0.0,0.0,medium,3.366,3.366,0.0435
14,ホワイトドラゴン,8,先行,先行,40.174,40.174,12,7.0,12.0,11.19,12.0-34.0,0.75,44.494,54.714,70.0,37.976,34.221,53.823,43.225,48.95,51.616,-1.0,47.545,49.063,2.796,-0.361,0.154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.548,0.552,0.2,0.531,1.0,53.141,54.759,54.267,52.419,47.624,39.076,93.59,63.514,34.241,34.241,36.676,39.2925,38.5,81.684,20.0,55.0,-2.0,73.483,45.369,0.0,0.0,0.0,medium,3.366,3.366,0.0435
1,ガットネロ,1,差し,差し,7.174,7.174,13,0.22,45.0,11.19,45.0-82.0,0.75,48.607,40.643,53.1,48.294,68.993,86.393,51.45,39.83,63.771,0.901,50.475,47.482,-2.769,0.24,-0.185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.605,0.655,0.031,0.862,1.0,86.18,60.481,74.782,75.653,71.249,56.971,65.0,26.977,0.0,0.0,44.266,49.68,33.3,0.0,3.125,56.0,0.0,86.323,47.568,0.0,0.0,0.0,medium,3.366,3.366,0.0435
11,ライツユーアップ,7,差し,差し,7.174,7.174,14,6.22,45.0,11.19,45.0-82.0,0.75,49.58,57.929,51.7,45.798,72.614,83.978,52.16,40.673,61.956,0.582,52.303,51.818,0.703,0.614,0.746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.532,0.51,0.257,0.839,1.0,83.858,53.242,65.786,77.813,70.532,55.22,65.0,32.44,0.0,0.0,51.001,48.317499999999995,33.8,0.0,25.714,56.0,0.0,82.132,53.069,0.0,0.0,0.0,medium,3.366,3.366,0.0435
10,シーグルロス,6,逃げ,逃げ,55.315,55.315,1,5.0,0.872,11.128,0.0-8.0,0.75,42.701,47.857,51.457,43.437,56.479,71.429,44.54,33.162,57.281,-0.241,42.715,43.176,2.87,-1.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.883,0.845,0.0,0.7,1.0,70.005,88.275,77.991,56.258,58.366,54.773,65.0,25.218,0.0,0.0,38.427,51.4925,35.4,0.0,0.0,53.0,-4.0,54.753,38.504,0.0,0.0,0.0,medium,3.625,3.625,0.0468
3,サンドロナイト,3,逃げ,逃げ,54.716,54.716,2,2.22,1.471,11.128,0.0-8.0,0.75,46.366,58.143,55.0,41.432,58.143,77.44,48.284,40.241,58.159,-0.086,50.896,49.106,-1.369,0.326,0.164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.479,0.518,0.225,0.774,1.0,77.39,47.906,63.318,68.886,64.141,50.817,65.0,33.524,0.0,0.0,48.862,46.5125,33.9,0.0,22.5,56.0,0.0,90.578,52.223,0.0,0.0,0.0,medium,3.625,3.625,0.0468
2,エルサトアナ,2,先行,先行,44.187,44.187,3,1.0,12.0,11.128,12.0-34.0,0.75,40.464,51.071,55.0,26.648,41.121,66.556,40.688,33.081,53.905,-0.835,41.872,40.499,-0.549,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.739,0.749,0.0,0.667,1.0,66.659,73.931,71.208,48.6,53.923,47.71,65.0,29.907,0.0,0.0,37.97,53.644999999999996,35.0,0.0,0.0,56.0,0.0,60.402,38.612,0.0,0.0,0.0,medium,3.625,3.625,0.0468
4,ウチュウノセカイ,3,先行,先行,44.187,44.187,4,2.0,12.0,11.128,12.0-34.0,0.75,54.118,51.786,65.057,63.194,73.9,77.825,56.508,39.641,64.781,1.0,50.259,50.795,2.33,0.195,0.526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.824,0.841,0.099,0.763,1.0,76.289,82.383,80.603,67.736,68.65,63.684,65.0,31.485,0.0,0.0,44.239,51.7575,34.1,0.0,9.945,55.0,-2.0,51.655,43.473,0.0,0.0,0.0,medium,3.625,3.625,0.0468
5,キープサインオン,4,先行,先行,44.187,44.187,5,3.22,12.0,11.128,12.0-34.0,0.75,45.588,56.143,53.1,42.105,53.229,72.889,47.052,35.393,56.269,-0.419,46.339,44.643,-0.889,-0.608,-0.795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.65,0.686,0.067,0.721,1.0,72.146,64.992,70.197,60.672,59.22,52.649,65.0,24.548,0.0,0.0,43.914,48.8425,33.3,0.0,6.667,58.0,4.0,67.097,42.999,0.0,0.0,0.0,medium,3.625,3.625,0.0468
6,ヴィヴァクラウン,4,先行,先行,44.187,44.187,6,3.0,12.0,11.128,12.0-34.0,0.75,53.533,53.786,53.1,58.12,80.221,92.745,56.854,42.902,67.366,1.0,55.52,54.815,0.289,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.55,0.584,0.44,0.926,1.0,92.592,54.975,73.793,78.408,77.194,57.404,65.0,29.068,0.0,0.0,54.624,48.3875,33.3,0.0,44.048,58.0,4.0,89.046,58.894,0.0,0.0,0.0,medium,3.625,3.625,0.0468
7,ビーコング,5,先行,先行,44.187,44.187,7,4.22,12.0,11.128,12.0-34.0,0.75,45.514,52.0,54.2,45.607,50.007,76.805,46.417,37.161,56.619,-0.357,47.493,44.711,-2.599,-0.371,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.538,0.521,0.194,0.775,1.0,77.461,53.781,63.486,70.781,62.398,44.091,65.0,28.303,0.0,0.0,42.314,48.1875,36.8,0.0,19.405,58.0,4.0,80.13,47.459,0.0,0.0,0.0,medium,3.625,3.625,0.0468
8,フェアリーライズ,5,先行,先行,44.187,44.187,8,4.0,12.0,11.128,12.0-34.0,0.75,51.617,54.5,66.929,53.545,61.443,66.524,52.318,44.718,57.105,-0.272,54.902,54.245,-0.015,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.412,0.511,0.415,0.657,1.0,65.681,41.177,57.675,67.9,61.463,49.785,65.0,46.702,0.0,0.0,49.012,49.295,35.4,0.0,41.488,53.0,-4.0,92.351,56.409,0.0,0.0,0.0,medium,3.625,3.625,0.0468
9,エクストラバック,6,先行,先行,44.187,44.187,9,5.22,12.0,11.128,12.0-34.0,0.75,52.128,69.286,55.0,46.019,68.95,81.736,53.989,41.809,61.168,0.443,52.973,51.095,-1.539,0.751,0.591,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.383,0.514,0.134,0.818,1.0,81.806,38.262,65.062,76.402,69.198,53.661,65.0,30.228,0.0,0.0,47.396,45.9925,33.8,0.0,13.393,58.0,4.0,88.685,50.167,0.0,0.0,0.0,medium,3.625,3.625,0.0468
12,クリエープキー,7,先行,先行,44.187,44.187,10,6.0,12.0,11.128,12.0-34.0,0.75,48.394,48.143,67.429,38.634,51.0,76.144,48.235,38.873,59.2,0.097,49.253,49.861,2.482,-0.011,0.326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.547,0.59,0.083,0.769,1.0,76.92,54.723,67.038,68.466,64.548,51.852,65.0,34.124,0.0,0.0,43.993,44.7,34.2,0.0,8.274,53.0,-4.0,77.43,46.569,0.0,0.0,0.0,medium,3.625,3.625,0.0468
13,ゴキゲンサン,8,先行,先行,44.187,44.187,11,7.0,12.0,11.128,12.0-34.0,0.75,42.139,47.429,55.0,22.272,38.921,77.12,42.917,36.422,51.893,-1.0,47.734,45.511,-2.458,-0.322,-0.608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.3,0.256,0.33,0.77,1.0,77.046,30.017,48.774,64.835,58.93,38.76,65.0,32.18,0.0,0.0,51.459,46.775,33.5,0.0,33.036,56.0,0.0,80.728,52.657,0.0,0.0,0.0,medium,3.625,3.625,0.0468
14,ホワイトドラゴン,8,先行,先行,44.187,44.187,12,7.0,12.0,11.128,12.0-34.0,0.75,44.494,54.714,70.0,37.976,34.221,53.823,43.225,48.95,51.616,-1.0,47.545,49.063,2.796,-0.361,0.154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.548,0.552,0.2,0.531,1.0,53.141,54.759,54.267,52.419,47.624,39.076,93.59,63.514,34.241,34.241,36.676,39.2925,38.5,81.684,20.0,55.0,-2.0,73.483,45.369,0.0,0.0,0.0,medium,3.625,3.625,0.0468
1,ガットネロ,1,差し,差し,11.187,11.187,13,0.22,45.0,11.128,45.0-82.0,0.75,48.607,40.643,53.1,48.294,68.993,86.393,51.45,39.83,63.771,0.901,50.475,47.482,-2.769,0.24,-0.185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.605,0.655,0.031,0.862,1.0,86.18,60.481,74.782,75.653,71.249,56.971,65.0,26.977,0.0,0.0,44.266,49.68,33.3,0.0,3.125,56.0,0.0,86.323,47.568,0.0,0.0,0.0,medium,3.625,3.625,0.0468
11,ライツユーアップ,7,差し,差し,11.187,11.187,14,6.22,45.0,11.128,45.0-82.0,0.75,49.58,57.929,51.7,45.798,72.614,83.978,52.16,40.673,61.956,0.582,52.303,51.818,0.703,0.614,0.746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.532,0.51,0.257,0.839,1.0,83.858,53.242,65.786,77.813,70.532,55.22,65.0,32.44,0.0,0.0,51.001,48.317499999999995,33.8,0.0,25.714,56.0,0.0,82.132,53.069,0.0,0.0,0.0,medium,3.625,3.625,0.0468
10,シーグルロス,6,逃げ,逃げ,59.266,59.266,1,5.0,0.935,11.065,0.0-8.0,0.75,42.701,47.857,51.457,43.437,56.479,71.429,44.54,33.162,57.281,-0.241,42.715,43.176,2.87,-1.0,-1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.883,0.845,0.0,0.7,1.0,70.005,88.275,77.991,56.258,58.366,54.773,65.0,25.218,0.0,0.0,38.427,51.4925,35.4,0.0,0.0,53.0,-4.0,54.753,38.504,0.0,0.0,0.0,medium,3.884,3.884,0.0502
3,サンドロナイト,3,逃げ,逃げ,58.625,58.625,2,2.22,1.576,11.065,0.0-8.0,0.75,46.366,58.143,55.0,41.432,58.143,77.44,48.284,40.241,58.159,-0.086,50.896,49.106,-1.369,0.326,0.164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.479,0.518,0.225,0.774,1.0,77.39,47.906,63.318,68.886,64.141,50.817,65.0,33.524,0.0,0.0,48.862,46.5125,33.9,0.0,22.5,56.0,0.0,90.578,52.223,0.0,0.0,0.0,medium,3.884,3.884,0.0502
2,エルサトアナ,2,先行,先行,48.201,48.201,3,1.0,12.0,11.065,12.0-34.0,0.75,40.464,51.071,55.0,26.648,41.121,66.556,40.688,33.081,53.905,-0.835,41.872,40.499,-0.549,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.739,0.749,0.0,0.667,1.0,66.659,73.931,71.208,48.6,53.923,47.71,65.0,29.907,0.0,0.0,37.97,53.644999999999996,35.0,0.0,0.0,56.0,0.0,60.402,38.612,0.0,0.0,0.0,medium,3.884,3.884,0.0502
4,ウチュウノセカイ,3,先行,先行,48.201,48.201,4,2.0,12.0,11.065,12.0-34.0,0.75,54.118,51.786,65.057,63.194,73.9,77.825,56.508,39.641,64.781,1.0,50.259,50.795,2.33,0.195,0.526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.824,0.841,0.099,0.763,1.0,76.289,82.383,80.603,67.736,68.65,63.684,65.0,31.485,0.0,0.0,44.239,51.7575,34.1,0.0,9.945,55.0,-2.0,51.655,43.473,0.0,0.0,0.0,medium,3.884,3.884,0.0502
5,キープサインオン,4,先行,先行,48.201,48.201,5,3.22,12.0,11.065,12.0-34.0,0.75,45.588,56.143,53.1,42.105,53.229,72.889,47.052,35.393,56.269,-0.419,46.339,44.643,-0.889,-0.608,-0.795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.65,0.686,0.067,0.721,1.0,72.146,64.992,70.197,60.672,59.22,52.649,65.0,24.548,0.0,0.0,43.914,48.8425,33.3,0.0,6.667,58.0,4.0,67.097,42.999,0.0,0.0,0.0,medium,3.884,3.884,0.0502
6,ヴィヴァクラウン,4,先行,先行,48.201,48.201,6,3.0,12.0,11.065,12.0-34.0,0.75,53.533,53.786,53.1,58.12,80.221,92.745,56.854,42.902,67.366,1.0,55.52,54.815,0.289,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.55,0.584,0.44,0.926,1.0,92.592,54.975,73.793,78.408,77.194,57.404,65.0,29.068,0.0,0.0,54.624,48.3875,33.3,0.0,44.048,58.0,4.0,89.046,58.894,0.0,0.0,0.0,medium,3.884,3.884,0.0502
