horse_number,horse_name,frame,actual_running_style,actual_running_style_fixed,position_m,finish_position_m,rank,lane,gap_from_leader,nige_senko_gap,early_gap_range,final_stretch_start_progress,horse_ability_score,popularity_score,race_level_score,finish_score,margin_score,time_score,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,random_noise,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,stamina,acceleration,last3f_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,carried_weight,weight_penalty,pace_fit_score,final_stretch_score,style_attack_ratio,straight_attack_score,straight_ratio,pace,time,elapsed_time,progress
11,ミライハーモニー,8,差し,差し,67.375,67.375,11,7.0,45.0,10.107,45.0-82.0,0.75,53.144,83.571,48.0,65.344,76.914,91.967,55.673,37.841,68.231,1.0,48.101,47.425,0.703,0.008,0.101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.774,0.774,0.0,0.921,1.0,92.063,77.44,84.021,83.605,75.673,56.993,65.0,22.424,0.0,0.0,38.722,47.5175,35.3,0.0,0.0,56.0,0.0,58.035,41.287,0.0,0.0,0.0,medium,7.25,7.25,0.0936
12,ラブアイミー,8,差し,差し,67.375,67.375,12,7.0,45.0,10.107,45.0-82.0,0.75,40.649,35.0,48.0,34.838,48.364,73.748,42.646,34.709,54.472,0.013,46.421,46.601,2.482,-0.265,-0.053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.526,0.567,0.225,0.747,1.0,74.672,52.582,64.765,60.857,59.174,48.317,65.0,25.046,0.0,0.0,48.851,51.27,34.5,0.0,22.542,56.0,0.0,80.094,49.519,0.0,0.0,0.0,medium,7.25,7.25,0.0936
6,ソリスディエス,5,逃げ,逃げ,114.427,114.427,1,4.0,1.961,10.039,0.0-8.0,0.75,42.755,73.214,58.371,42.905,47.143,10.758,41.158,35.932,34.697,-1.0,43.578,42.156,0.289,-0.728,-0.883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.868,0.772,0.0,0.115,1.0,11.472,86.807,47.618,47.32,27.307,47.379,65.0,40.09,0.0,0.0,30.34,53.455,40.0,0.0,0.0,58.0,4.0,65.422,33.33,0.0,0.0,0.0,medium,7.509,7.509,0.097
10,リアルアルバ,7,逃げ,逃げ,113.941,113.941,2,6.0,2.447,10.039,0.0-8.0,0.75,38.239,50.857,45.829,29.082,40.257,67.934,40.0,31.657,50.415,-0.32,40.959,41.252,2.87,-1.0,-1.052,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.648,0.658,0.036,0.663,1.0,66.3,64.777,66.027,51.066,51.556,42.861,65.0,20.496,0.0,0.0,38.265,50.2175,34.1,0.0,3.571,55.0,-2.0,67.081,39.505,0.0,0.0,0.0,medium,7.509,7.509,0.097
1,フィオラーノ,1,先行,先行,104.388,104.388,3,0.22,12.0,10.039,12.0-34.0,0.75,49.25,63.071,52.243,53.595,73.95,80.998,52.086,40.155,61.417,0.583,50.178,47.432,-2.769,0.346,0.102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.558,0.578,0.113,0.806,1.0,80.592,55.811,68.063,78.304,69.172,55.098,65.0,30.681,0.0,0.0,45.725,49.1225,34.1,0.0,11.27,55.0,-2.0,73.301,47.403,0.0,0.0,0.0,medium,7.509,7.509,0.097
2,ネフェルアスティ,2,先行,先行,104.295,104.295,4,1.0,12.093,10.039,12.0-34.0,0.75,47.229,69.5,70.0,62.729,52.164,16.579,45.335,41.017,39.099,-1.0,45.737,44.167,-0.549,-0.377,-0.507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.803,0.823,0.0,0.149,1.0,14.869,80.312,51.963,48.133,29.962,48.031,85.006,48.806,6.325,6.325,28.018,41.885000000000005,39.6,57.159,0.0,53.0,-4.0,63.403,33.927,0.0,0.0,0.0,medium,7.509,7.509,0.097
9,マウンテンバローズ,7,先行,先行,102.904,102.904,5,6.22,13.484,10.039,12.0-34.0,0.75,48.492,77.661,46.226,52.646,68.226,74.032,50.388,41.675,57.688,0.277,52.275,50.361,-1.539,0.686,0.649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.447,0.497,0.294,0.74,1.0,73.992,44.746,60.636,76.368,63.086,50.636,65.0,37.206,0.0,0.0,48.909,48.30882352941177,33.6,0.0,29.364,55.0,-2.0,87.091,53.405,0.0,0.0,0.0,medium,7.509,7.509,0.097
3,スピリットライズ,3,先行,先行,101.719,101.719,6,2.22,14.669,10.039,12.0-34.0,0.75,42.668,43.214,48.0,45.23,47.514,65.842,43.681,37.876,51.927,-0.196,48.075,45.877,-1.369,0.004,-0.188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.623,0.611,0.25,0.653,1.0,65.339,62.329,62.996,60.322,53.219,45.109,65.0,28.912,0.0,0.0,45.377,49.1325,34.6,0.0,25.0,58.0,4.0,91.868,49.938,0.0,0.0,0.0,medium,7.509,7.509,0.097
8,ギザキズラヴ,6,先行,先行,101.482,101.482,7,5.0,14.906,10.039,12.0-34.0,0.75,35.0,51.5,45.829,19.603,19.629,51.621,40.0,33.961,47.42,-0.566,39.534,38.919,-0.015,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.763,0.779,0.0,0.51,1.0,51.015,76.265,65.819,34.071,38.193,41.029,65.0,38.431,0.0,0.0,37.515,51.605000000000004,35.5,0.0,0.0,56.0,0.0,54.247,36.1,0.0,0.0,0.0,medium,7.509,7.509,0.097
4,キョラムン,4,差し,差し,71.388,71.388,8,3.0,45.0,10.039,45.0-82.0,0.75,51.868,88.0,48.0,62.317,65.207,84.013,53.746,42.553,61.641,0.601,54.299,54.695,2.33,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.583,0.513,0.367,0.832,1.0,83.179,58.271,65.622,81.537,67.215,50.671,65.0,34.705,0.0,0.0,50.347,45.955,34.2,0.0,36.746,56.0,0.0,89.261,56.239,0.0,0.0,0.0,medium,7.509,7.509,0.097
5,ケイアイクビラ,5,差し,差し,71.388,71.388,9,4.22,45.0,10.039,45.0-82.0,0.75,47.576,60.286,48.0,45.667,60.986,81.426,49.592,39.93,59.734,0.445,51.13,49.525,-0.889,0.5,0.493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.567,0.529,0.213,0.812,1.0,81.245,56.662,65.655,72.311,65.567,50.991,65.0,32.157,0.0,0.0,48.442,49.305,34.0,0.0,21.329,58.0,4.0,86.819,51.654,0.0,0.0,0.0,medium,7.509,7.509,0.097
7,グッドピース,6,差し,差し,71.388,71.388,10,5.22,45.0,10.039,45.0-82.0,0.75,54.871,64.929,65.357,58.884,65.7,83.93,56.577,46.128,65.065,0.883,56.347,54.214,-2.599,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.506,0.526,0.25,0.829,1.0,82.85,50.583,66.226,79.943,71.031,54.438,65.0,46.72,0.0,0.0,49.037,47.1625,33.9,0.0,25.0,55.0,-2.0,88.244,54.85,0.0,0.0,0.0,medium,7.509,7.509,0.097
11,ミライハーモニー,8,差し,差し,71.388,71.388,11,7.0,45.0,10.039,45.0-82.0,0.75,53.144,83.571,48.0,65.344,76.914,91.967,55.673,37.841,68.231,1.0,48.101,47.425,0.703,0.008,0.101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.774,0.774,0.0,0.921,1.0,92.063,77.44,84.021,83.605,75.673,56.993,65.0,22.424,0.0,0.0,38.722,47.5175,35.3,0.0,0.0,56.0,0.0,58.035,41.287,0.0,0.0,0.0,medium,7.509,7.509,0.097
12,ラブアイミー,8,差し,差し,71.388,71.388,12,7.0,45.0,10.039,45.0-82.0,0.75,40.649,35.0,48.0,34.838,48.364,73.748,42.646,34.709,54.472,0.013,46.421,46.601,2.482,-0.265,-0.053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.526,0.567,0.225,0.747,1.0,74.672,52.582,64.765,60.857,59.174,48.317,65.0,25.046,0.0,0.0,48.851,51.27,34.5,0.0,22.542,56.0,0.0,80.094,49.519,0.0,0.0,0.0,medium,7.509,7.509,0.097
6,ソリスディエス,5,逃げ,逃げ,118.373,118.373,1,4.0,2.028,10.384,0.0-8.0,0.75,42.755,73.214,58.371,42.905,47.143,10.758,41.158,35.932,34.697,-1.0,43.578,42.156,0.289,-0.728,-0.883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.868,0.772,0.0,0.115,1.0,11.472,86.807,47.618,47.32,27.307,47.379,65.0,40.09,0.0,0.0,30.34,53.455,40.0,0.0,0.0,58.0,4.0,65.422,33.33,0.0,0.0,0.0,medium,7.768,7.768,0.1003
10,リアルアルバ,7,逃げ,逃げ,117.87,117.87,2,6.0,2.531,10.384,0.0-8.0,0.75,38.239,50.857,45.829,29.082,40.257,67.934,40.0,31.657,50.415,-0.32,40.959,41.252,2.87,-1.0,-1.052,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.648,0.658,0.036,0.663,1.0,66.3,64.777,66.027,51.066,51.556,42.861,65.0,20.496,0.0,0.0,38.265,50.2175,34.1,0.0,3.571,55.0,-2.0,67.081,39.505,0.0,0.0,0.0,medium,7.768,7.768,0.1003
1,フィオラーノ,1,先行,先行,107.989,107.989,3,0.22,12.412,10.384,12.0-34.0,0.75,49.25,63.071,52.243,53.595,73.95,80.998,52.086,40.155,61.417,0.583,50.178,47.432,-2.769,0.346,0.102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.558,0.578,0.113,0.806,1.0,80.592,55.811,68.063,78.304,69.172,55.098,65.0,30.681,0.0,0.0,45.725,49.1225,34.1,0.0,11.27,55.0,-2.0,73.301,47.403,0.0,0.0,0.0,medium,7.768,7.768,0.1003
2,ネフェルアスティ,2,先行,先行,107.891,107.891,4,1.0,12.51,10.384,12.0-34.0,0.75,47.229,69.5,70.0,62.729,52.164,16.579,45.335,41.017,39.099,-1.0,45.737,44.167,-0.549,-0.377,-0.507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.803,0.823,0.0,0.149,1.0,14.869,80.312,51.963,48.133,29.962,48.031,85.006,48.806,6.325,6.325,28.018,41.885000000000005,39.6,57.159,0.0,53.0,-4.0,63.403,33.927,0.0,0.0,0.0,medium,7.768,7.768,0.1003
9,マウンテンバローズ,7,先行,先行,106.453,106.453,5,6.22,13.949,10.384,12.0-34.0,0.75,48.492,77.661,46.226,52.646,68.226,74.032,50.388,41.675,57.688,0.277,52.275,50.361,-1.539,0.686,0.649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.447,0.497,0.294,0.74,1.0,73.992,44.746,60.636,76.368,63.086,50.636,65.0,37.206,0.0,0.0,48.909,48.30882352941177,33.6,0.0,29.364,55.0,-2.0,87.091,53.405,0.0,0.0,0.0,medium,7.768,7.768,0.1003
3,スピリットライズ,3,先行,先行,105.226,105.226,6,2.22,15.175,10.384,12.0-34.0,0.75,42.668,43.214,48.0,45.23,47.514,65.842,43.681,37.876,51.927,-0.196,48.075,45.877,-1.369,0.004,-0.188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.623,0.611,0.25,0.653,1.0,65.339,62.329,62.996,60.322,53.219,45.109,65.0,28.912,0.0,0.0,45.377,49.1325,34.6,0.0,25.0,58.0,4.0,91.868,49.938,0.0,0.0,0.0,medium,7.768,7.768,0.1003
8,ギザキズラヴ,6,先行,先行,104.981,104.981,7,5.0,15.42,10.384,12.0-34.0,0.75,35.0,51.5,45.829,19.603,19.629,51.621,40.0,33.961,47.42,-0.566,39.534,38.919,-0.015,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.763,0.779,0.0,0.51,1.0,51.015,76.265,65.819,34.071,38.193,41.029,65.0,38.431,0.0,0.0,37.515,51.605000000000004,35.5,0.0,0.0,56.0,0.0,54.247,36.1,0.0,0.0,0.0,medium,7.768,7.768,0.1003
4,キョラムン,4,差し,差し,75.401,75.401,8,3.0,45.0,10.384,45.0-82.0,0.75,51.868,88.0,48.0,62.317,65.207,84.013,53.746,42.553,61.641,0.601,54.299,54.695,2.33,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.583,0.513,0.367,0.832,1.0,83.179,58.271,65.622,81.537,67.215,50.671,65.0,34.705,0.0,0.0,50.347,45.955,34.2,0.0,36.746,56.0,0.0,89.261,56.239,0.0,0.0,0.0,medium,7.768,7.768,0.1003
5,ケイアイクビラ,5,差し,差し,75.401,75.401,9,4.22,45.0,10.384,45.0-82.0,0.75,47.576,60.286,48.0,45.667,60.986,81.426,49.592,39.93,59.734,0.445,51.13,49.525,-0.889,0.5,0.493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.567,0.529,0.213,0.812,1.0,81.245,56.662,65.655,72.311,65.567,50.991,65.0,32.157,0.0,0.0,48.442,49.305,34.0,0.0,21.329,58.0,4.0,86.819,51.654,0.0,0.0,0.0,medium,7.768,7.768,0.1003
7,グッドピース,6,差し,差し,75.401,75.401,10,5.22,45.0,10.384,45.0-82.0,0.75,54.871,64.929,65.357,58.884,65.7,83.93,56.577,46.128,65.065,0.883,56.347,54.214,-2.599,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.506,0.526,0.25,0.829,1.0,82.85,50.583,66.226,79.943,71.031,54.438,65.0,46.72,0.0,0.0,49.037,47.1625,33.9,0.0,25.0,55.0,-2.0,88.244,54.85,0.0,0.0,0.0,medium,7.768,7.768,0.1003
11,ミライハーモニー,8,差し,差し,75.401,75.401,11,7.0,45.0,10.384,45.0-82.0,0.75,53.144,83.571,48.0,65.344,76.914,91.967,55.673,37.841,68.231,1.0,48.101,47.425,0.703,0.008,0.101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.774,0.774,0.0,0.921,1.0,92.063,77.44,84.021,83.605,75.673,56.993,65.0,22.424,0.0,0.0,38.722,47.5175,35.3,0.0,0.0,56.0,0.0,58.035,41.287,0.0,0.0,0.0,medium,7.768,7.768,0.1003
12,ラブアイミー,8,差し,差し,75.401,75.401,12,7.0,45.0,10.384,45.0-82.0,0.75,40.649,35.0,48.0,34.838,48.364,73.748,42.646,34.709,54.472,0.013,46.421,46.601,2.482,-0.265,-0.053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.526,0.567,0.225,0.747,1.0,74.672,52.582,64.765,60.857,59.174,48.317,65.0,25.046,0.0,0.0,48.851,51.27,34.5,0.0,22.542,56.0,0.0,80.094,49.519,0.0,0.0,0.0,medium,7.768,7.768,0.1003
6,ソリスディエス,5,逃げ,逃げ,122.319,122.319,1,4.0,2.096,10.73,0.0-8.0,0.75,42.755,73.214,58.371,42.905,47.143,10.758,41.158,35.932,34.697,-1.0,43.578,42.156,0.289,-0.728,-0.883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.868,0.772,0.0,0.115,1.0,11.472,86.807,47.618,47.32,27.307,47.379,65.0,40.09,0.0,0.0,30.34,53.455,40.0,0.0,0.0,58.0,4.0,65.422,33.33,0.0,0.0,0.0,medium,8.027,8.027,0.1037
10,リアルアルバ,7,逃げ,逃げ,121.799,121.799,2,6.0,2.615,10.73,0.0-8.0,0.75,38.239,50.857,45.829,29.082,40.257,67.934,40.0,31.657,50.415,-0.32,40.959,41.252,2.87,-1.0,-1.052,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.648,0.658,0.036,0.663,1.0,66.3,64.777,66.027,51.066,51.556,42.861,65.0,20.496,0.0,0.0,38.265,50.2175,34.1,0.0,3.571,55.0,-2.0,67.081,39.505,0.0,0.0,0.0,medium,8.027,8.027,0.1037
1,フィオラーノ,1,先行,先行,111.589,111.589,3,0.22,12.826,10.73,12.0-34.0,0.75,49.25,63.071,52.243,53.595,73.95,80.998,52.086,40.155,61.417,0.583,50.178,47.432,-2.769,0.346,0.102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.558,0.578,0.113,0.806,1.0,80.592,55.811,68.063,78.304,69.172,55.098,65.0,30.681,0.0,0.0,45.725,49.1225,34.1,0.0,11.27,55.0,-2.0,73.301,47.403,0.0,0.0,0.0,medium,8.027,8.027,0.1037
2,ネフェルアスティ,2,先行,先行,111.487,111.487,4,1.0,12.927,10.73,12.0-34.0,0.75,47.229,69.5,70.0,62.729,52.164,16.579,45.335,41.017,39.099,-1.0,45.737,44.167,-0.549,-0.377,-0.507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.803,0.823,0.0,0.149,1.0,14.869,80.312,51.963,48.133,29.962,48.031,85.006,48.806,6.325,6.325,28.018,41.885000000000005,39.6,57.159,0.0,53.0,-4.0,63.403,33.927,0.0,0.0,0.0,medium,8.027,8.027,0.1037
9,マウンテンバローズ,7,先行,先行,110.001,110.001,5,6.22,14.414,10.73,12.0-34.0,0.75,48.492,77.661,46.226,52.646,68.226,74.032,50.388,41.675,57.688,0.277,52.275,50.361,-1.539,0.686,0.649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.447,0.497,0.294,0.74,1.0,73.992,44.746,60.636,76.368,63.086,50.636,65.0,37.206,0.0,0.0,48.909,48.30882352941177,33.6,0.0,29.364,55.0,-2.0,87.091,53.405,0.0,0.0,0.0,medium,8.027,8.027,0.1037
3,スピリットライズ,3,先行,先行,108.734,108.734,6,2.22,15.681,10.73,12.0-34.0,0.75,42.668,43.214,48.0,45.23,47.514,65.842,43.681,37.876,51.927,-0.196,48.075,45.877,-1.369,0.004,-0.188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.623,0.611,0.25,0.653,1.0,65.339,62.329,62.996,60.322,53.219,45.109,65.0,28.912,0.0,0.0,45.377,49.1325,34.6,0.0,25.0,58.0,4.0,91.868,49.938,0.0,0.0,0.0,medium,8.027,8.027,0.1037
8,ギザキズラヴ,6,先行,先行,108.481,108.481,7,5.0,15.934,10.73,12.0-34.0,0.75,35.0,51.5,45.829,19.603,19.629,51.621,40.0,33.961,47.42,-0.566,39.534,38.919,-0.015,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.763,0.779,0.0,0.51,1.0,51.015,76.265,65.819,34.071,38.193,41.029,65.0,38.431,0.0,0.0,37.515,51.605000000000004,35.5,0.0,0.0,56.0,0.0,54.247,36.1,0.0,0.0,0.0,medium,8.027,8.027,0.1037
4,キョラムン,4,差し,差し,79.415,79.415,8,3.0,45.0,10.73,45.0-82.0,0.75,51.868,88.0,48.0,62.317,65.207,84.013,53.746,42.553,61.641,0.601,54.299,54.695,2.33,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.583,0.513,0.367,0.832,1.0,83.179,58.271,65.622,81.537,67.215,50.671,65.0,34.705,0.0,0.0,50.347,45.955,34.2,0.0,36.746,56.0,0.0,89.261,56.239,0.0,0.0,0.0,medium,8.027,8.027,0.1037
5,ケイアイクビラ,5,差し,差し,79.415,79.415,9,4.22,45.0,10.73,45.0-82.0,0.75,47.576,60.286,48.0,45.667,60.986,81.426,49.592,39.93,59.734,0.445,51.13,49.525,-0.889,0.5,0.493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.567,0.529,0.213,0.812,1.0,81.245,56.662,65.655,72.311,65.567,50.991,65.0,32.157,0.0,0.0,48.442,49.305,34.0,0.0,21.329,58.0,4.0,86.819,51.654,0.0,0.0,0.0,medium,8.027,8.027,0.1037
7,グッドピース,6,差し,差し,79.415,79.415,10,5.22,45.0,10.73,45.0-82.0,0.75,54.871,64.929,65.357,58.884,65.7,83.93,56.577,46.128,65.065,0.883,56.347,54.214,-2.599,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.506,0.526,0.25,0.829,1.0,82.85,50.583,66.226,79.943,71.031,54.438,65.0,46.72,0.0,0.0,49.037,47.1625,33.9,0.0,25.0,55.0,-2.0,88.244,54.85,0.0,0.0,0.0,medium,8.027,8.027,0.1037
11,ミライハーモニー,8,差し,差し,79.415,79.415,11,7.0,45.0,10.73,45.0-82.0,0.75,53.144,83.571,48.0,65.344,76.914,91.967,55.673,37.841,68.231,1.0,48.101,47.425,0.703,0.008,0.101,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.774,0.774,0.0,0.921,1.0,92.063,77.44,84.021,83.605,75.673,56.993,65.0,22.424,0.0,0.0,38.722,47.5175,35.3,0.0,0.0,56.0,0.0,58.035,41.287,0.0,0.0,0.0,medium,8.027,8.027,0.1037
12,ラブアイミー,8,差し,差し,79.415,79.415,12,7.0,45.0,10.73,45.0-82.0,0.75,40.649,35.0,48.0,34.838,48.364,73.748,42.646,34.709,54.472,0.013,46.421,46.601,2.482,-0.265,-0.053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.526,0.567,0.225,0.747,1.0,74.672,52.582,64.765,60.857,59.174,48.317,65.0,25.046,0.0,0.0,48.851,51.27,34.5,0.0,22.542,56.0,0.0,80.094,49.519,0.0,0.0,0.0,medium,8.027,8.027,0.1037
6,ソリスディエス,5,逃げ,逃げ,126.264,126.264,1,4.0,2.164,11.076,0.0-8.0,0.75,42.755,73.214,58.371,42.905,47.143,10.758,41.158,35.932,34.697,-1.0,43.578,42.156,0.289,-0.728,-0.883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.0,0.868,0.772,0.0,0.115,1.0,11.472,86.807,47.618,47.32,27.307,47.379,65.0,40.09,0.0,0.0,30.34,53.455,40.0,0.0,0.0,58.0,4.0,65.422,33.33,0.0,0.0,0.0,medium,8.286,8.286,0.107
10,リアルアルバ,7,逃げ,逃げ,125.728,125.728,2,6.0,2.7,11.076,0.0-8.0,0.75,38.239,50.857,45.829,29.082,40.257,67.934,40.0,31.657,50.415,-0.32,40.959,41.252,2.87,-1.0,-1.052,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.648,0.658,0.036,0.663,1.0,66.3,64.777,66.027,51.066,51.556,42.861,65.0,20.496,0.0,0.0,38.265,50.2175,34.1,0.0,3.571,55.0,-2.0,67.081,39.505,0.0,0.0,0.0,medium,8.286,8.286,0.107
1,フィオラーノ,1,先行,先行,115.189,115.189,3,0.22,13.239,11.076,12.0-34.0,0.75,49.25,63.071,52.243,53.595,73.95,80.998,52.086,40.155,61.417,0.583,50.178,47.432,-2.769,0.346,0.102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.0,0.558,0.578,0.113,0.806,1.0,80.592,55.811,68.063,78.304,69.172,55.098,65.0,30.681,0.0,0.0,45.725,49.1225,34.1,0.0,11.27,55.0,-2.0,73.301,47.403,0.0,0.0,0.0,medium,8.286,8.286,0.107
2,ネフェルアスティ,2,先行,先行,115.084,115.084,4,1.0,13.344,11.076,12.0-34.0,0.75,47.229,69.5,70.0,62.729,52.164,16.579,45.335,41.017,39.099,-1.0,45.737,44.167,-0.549,-0.377,-0.507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.0,0.803,0.823,0.0,0.149,1.0,14.869,80.312,51.963,48.133,29.962,48.031,85.006,48.806,6.325,6.325,28.018,41.885000000000005,39.6,57.159,0.0,53.0,-4.0,63.403,33.927,0.0,0.0,0.0,medium,8.286,8.286,0.107
9,マウンテンバローズ,7,先行,先行,113.55,113.55,5,6.22,14.879,11.076,12.0-34.0,0.75,48.492,77.661,46.226,52.646,68.226,74.032,50.388,41.675,57.688,0.277,52.275,50.361,-1.539,0.686,0.649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.0,0.447,0.497,0.294,0.74,1.0,73.992,44.746,60.636,76.368,63.086,50.636,65.0,37.206,0.0,0.0,48.909,48.30882352941177,33.6,0.0,29.364,55.0,-2.0,87.091,53.405,0.0,0.0,0.0,medium,8.286,8.286,0.107
3,スピリットライズ,3,先行,先行,112.241,112.241,6,2.22,16.187,11.076,12.0-34.0,0.75,42.668,43.214,48.0,45.23,47.514,65.842,43.681,37.876,51.927,-0.196,48.075,45.877,-1.369,0.004,-0.188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.0,0.623,0.611,0.25,0.653,1.0,65.339,62.329,62.996,60.322,53.219,45.109,65.0,28.912,0.0,0.0,45.377,49.1325,34.6,0.0,25.0,58.0,4.0,91.868,49.938,0.0,0.0,0.0,medium,8.286,8.286,0.107
8,ギザキズラヴ,6,先行,先行,111.98,111.98,7,5.0,16.448,11.076,12.0-34.0,0.75,35.0,51.5,45.829,19.603,19.629,51.621,40.0,33.961,47.42,-0.566,39.534,38.919,-0.015,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.763,0.779,0.0,0.51,1.0,51.015,76.265,65.819,34.071,38.193,41.029,65.0,38.431,0.0,0.0,37.515,51.605000000000004,35.5,0.0,0.0,56.0,0.0,54.247,36.1,0.0,0.0,0.0,medium,8.286,8.286,0.107
4,キョラムン,4,差し,差し,83.428,83.428,8,3.0,45.0,11.076,45.0-82.0,0.75,51.868,88.0,48.0,62.317,65.207,84.013,53.746,42.553,61.641,0.601,54.299,54.695,2.33,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.0,0.583,0.513,0.367,0.832,1.0,83.179,58.271,65.622,81.537,67.215,50.671,65.0,34.705,0.0,0.0,50.347,45.955,34.2,0.0,36.746,56.0,0.0,89.261,56.239,0.0,0.0,0.0,medium,8.286,8.286,0.107
5,ケイアイクビラ,5,差し,差し,83.428,83.428,9,4.22,45.0,11.076,45.0-82.0,0.75,47.576,60.286,48.0,45.667,60.986,81.426,49.592,39.93,59.734,0.445,51.13,49.525,-0.889,0.5,0.493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.0,0.567,0.529,0.213,0.812,1.0,81.245,56.662,65.655,72.311,65.567,50.991,65.0,32.157,0.0,0.0,48.442,49.305,34.0,0.0,21.329,58.0,4.0,86.819,51.654,0.0,0.0,0.0,medium,8.286,8.286,0.107
7,グッドピース,6,差し,差し,83.428,83.428,10,5.22,45.0,11.076,45.0-82.0,0.75,54.871,64.929,65.357,58.884,65.7,83.93,56.577,46.128,65.065,0.883,56.347,54.214,-2.599,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.0,0.506,0.526,0.25,0.829,1.0,82.85,50.583,66.226,79.943,71.031,54.438,65.0,46.72,0.0,0.0,49.037,47.1625,33.9,0.0,25.0,55.0,-2.0,88.244,54.85,0.0,0.0,0.0,medium,8.286,8.286,0.107
